ÀÛ¼ºÀÏ,ÁÁ¾Æ¿ä ¼ö,º»¹®,ÇØ½ÃÅÂ±×,´ñ±Û ¸ñ·Ï
h2.juuuuuu | 2025-06-09 | ¾Æ ÀÏº» ³à¹Â °¼°í½ÃÆÛ¾î¤Ð¤Ð¤Ð¤Ð
jujuju020202 | 2025-06-08 | ¾Æ ¿©±â?? ´Ù½Ã ÇÑ±¹¿¡ µé¾î¿À±æ??
yea_binguu | 2025-06-14 | @zoomeee_ ÀÌ°Å¹Ù¤¿;;;;
takuo_01 | 2025-06-09 | @eunmyl
91jinjuuu | 2025-06-10 | @b__dulgi"
2025-06-07,2664,´ß¹ß»ç°í ¾òÀº Æ¢¸£Å°¿¹ º®µ¹ ÃÊÄÝ·¿!??? ³»°¡ »ç¶ûÇÏ´Â ¶óÁîº£¸® ÃÊÄÚ Á¶ÇÕ?? ÇÙ ¸Àµµ¸®¿©À¯¢¾?????? 7ÁÖ,,"hongji_yam | 2025-06-07 | ÀúµÎ ÀÌ°Å ¿Õ¿À¤Ã¤· ±Ã±ÝÇß´Âµ¥!!!! ´õ ±Ã±ÝÇØÁ³¾î¿ä,,,??????
mukstar_md | 2025-06-07 | ÇÏ ¾ß¹ã¿¡ ÀÌ°É ºÃ¾î¿ä¤Ð¤Ð,,,
i_yooii | 2025-06-07 | ÁøÂ¥ ¸ÀÀÖ°Ú´Ù
hapbbbi2 | 2025-06-07 | ·¹¸ó´ß¹ßÀ» ½ÃÄ×´Âµ¥ ÃÊÄÝ·¿ÀÌ ´ýÀ¸·Î¿Ô½À´Ï´Ù?? ÀÌ°Å ÁøÂ¥ ±Ã±ÝÇØ¿ä ¿ÏÀü ¸ÀÀÖÀ»°Å°°¾ÆÀ¶¡¦
pink.tape_ | 2025-06-07 | ÀÌ°Ç ¼ÖÁöÅ° ºñÁê¾óºÎÅÍ ¸À¾ø¾øÀÌ¿¡¿ä??
isieun195 | 2025-06-07 | Æ¢¸£Å°¿¹ º®µ¹ÃÊÄÝ·¿ ±Þ³ª ¸¶½Ã°Ôµû
muno.h0 | 2025-06-07 | Ç³³âÁ¦°ú´Â ¿øÁ¶°¡ ¾Æ´Õ´Ï´Ù¤Ð pnb Á¦Ç° ÀÌ¿ëÇØÁÖ½Ã±æ
kwonkane_ | 2025-06-08 | ÀúÈñ µðÀúÆ®°¡ ÇÁ·Ò¼­Èñ´Ô ¿µ»ó¿¡ ÁøÃâÀÌ¶ó´Ï!!! ¿µ±¤ÀÔ´Ï´Ù ?? °¡º¸·Î ³²°Ü¾ß°Ú¾î¿ä ... ¸ÀÀÖ°Ô µå¼ÅÁÖ¼Å¼­ °¨»çµå·Á¿ä¿À¿Ë????
jeon_unni_ | 2025-06-07 | ¾Æ´Ï ¾îµð¼­ ÀÌ¸£ÄÉÁÝ´Ï±î¤»¤¡¤»¤»³ª´ÂÁÖÁöµµ¾ÊÄÚ~~~~!!!¤»¤¡¤»¤¡¤¡¤¡¤¡????
adore_ryoung | 2025-06-08 | ¾ð´Ï!! Ã¢¿øÄ«Æä ÇÏÀÌµð ¶ó°í ÀÖ´Âµ¥ °Å±â¿¡ º®µ¹ÄÉÀÌÅ©ÆÈ¾Æ¿©!! Á¦´Ü°ñÀÎµ¥ ¸ðµç snsµðÁ®Æ® °ÅÀÇ´ÙÆÈ°í ÅÃ¹è¹è¼ÛµµÇØ¿©!!
k__j__h.tkd | 2025-06-07 | Àú°Å ¼öÁ¦·Î ¸¸µå½Å°Å °¡Å¸¿©¤Å, ÁøÂ¥´Â À§¿¡ ÆòÆòÇÏÁö ¾Ê¾Æ¿©.
heleda2608 | 2025-06-21 | Why do you suddenly have blue eyes?!??"
2025-06-06,8134,´ñ±Û ÃßÃµ ¹ÞÀº ¾Æ»è ·¹¸ó ´ß¹ß! ¾ó¸¶³ª ¸ÀÀÖÀ»±î??? ¸ÅÄÞÇÑ ¸ÀÀ» ÁÁ¾ÆÇÏ¸é ·®ÁøÈñ! »õÄÞÇÑ ¸ÀÀ» ÁÁ¾ÆÇÏ¸é ¾Æ»è! ´ñ±Û ÃßÃµ °¨»çÇØ¿ä????¢¾?? 7ÁÖ,,"two_yoon_0206 | 2025-06-08 | ´ß¹ßÀÚÃ¼¿¡¼­ Çâ½Å·á¸À? ÇâÀÌ ³ª´Â°¡¿ä??
nohnoh_ka | 2025-06-06 | ¸ÀÀÖ¶¤µ´Ù ¤Ð¤Ð
gyoung_ek__o_o.v | 2025-06-07 | °í¼ö ¾î¶»°Ô¸Ô¾î¿ä..? Çâ¸¸¸Ã¾Æµµ À¹..
serigim | 2025-06-10 | ´ß¹ß Â÷°©°Ô µå½Ã´Â°Ç°¡¿ä? ¤¾¤¾ ·¹¸ó µé¾î°£°Å¸é Â÷°©°Ôµµ ¸ÀÀÖÀ»°Å°°¾Æ¿ä!!
sonseah0818 | 2025-06-07 | ÇÁ·Ò¼­Èñ´Ô ÀÌ°Íµµ Àú¹ø ºê·£µå¶û °°Àº°Ç°¡¿ë?
happymoon2178 | 2025-06-11 | ·®ÁøÈñ·¹¸ó¹«»À ´ß¹ßÀÌ¶û ¾Æ»è·¹¸ó´ß¹ß Áß¿¡ ¹¹°¡ ´õ ¾È¸Ê°í ±¦ÂúÀº°¡¿ä???³Ê¹« ¸Ô¾îº¸°í ½Í³×¿ä ¤¾¤¾
love_alls2 | 2025-06-09 | ¸ÅÄÞÇÑ°Å ÁÁ¾ÆÇÏ½Ã¸é !! ÈÄ±èÄ¡µµ ´ë½Å µå¼ÅÁÖ¼¼¿ä!! ¤Ð¤Ð¤Ð¤Ð¤Ð¤Ð?? Àü ¸ÊÂñÀÌ¶ó ÇÏ³ª¸Ô°í ¹° ¼¼ÄÅ¸Ô°í ÇÏ³ª¸Ô°í ¹° ¼¼ÄÅ¸Ô¾î¿ä?????? ´ë½Åµå¼ÅÁÖ¼¼¿ä!!
j1._.810 | 2025-06-06 | ·®ÁøÈñ ´ß¹ß¿Í¼­ ¼­Èñ´Ô Á¶ÇÕÀ¸·Î Á¶¹Ì±è¿¡ ¸¶¿ä³×Áî»Ñ·Á¼­ ¸Ô¾ú´õ´Ï ´ú¸ÅÄÞÇÏ°í ²ÜÁ¶ÇÕÀÌ¿´¾î¿ä!! ÀÌ°Íµµ ±Ã±ÝÇÏ³×¿ä ¤¾¤¾
ming._.pnim | 2025-07-11 | ¸Ê±â°¡ ¸ÊÂñÀÌ°¡ ¸Ô¾îµµ ±¦ÂúÀº Á¤µµÀÏ±î¿ä??
imsamweol | 2025-06-08 | ¾È°æ ³Ê¹« ÀÌ»µ¿ä?? Á¤º¸ ¿©ÂåºÁµµ µÇ³ª¿ä ¡£¡£
sonseah0818 | 2025-06-18 | ³ß °¨»çÇÕ´Ï´Ù??
choihojun220726 | 2025-06-26 | ??
xa.b1n0 | 2025-06-24 | °í¼ö ¾î¶² ¸À ÀÎ°¡¿é..
leeekiiiim_823 | 2025-06-07 | º®µ¹ÄÉÀÌÅ© ¸®ºä´Â ¿Ö¾ÈÇØ¿©
tunoninoninonit | 2025-06-26 | ÇÑÀÔ¸¸ ¸Ô¾îµµ ±Í ¾ó¾óÇÏ°í µÚÁú °Í °°ÀÌ ¸Å¿ö¼­ ¸î °³ ¸ÔÁöµµ ¸ø ÇÏ°í.. ¸Àµµ ÀÌ µ· ÁÖ°í ¸ÔÀ» ¸À ¾Æ´Ï¾ú´Âµ¥ ÀÎ½ºÅ¸´Â ´Ù Àû´çÈ÷ ¸Ê°í ¸ÀÀÖ´Ù°í ÇÏ³ß...¤Ð ³»²¨¸¸ ÀÌ»óÇß³ª.. @miiiinchuuuuuuuul
followsibal | 2025-07-21 | ¸À¾øÀ½
simajin2 | 2025-06-06 | ??¸ÀÀÕ°Ù´Ù..
miminfe2 | 2025-06-11 | @rony.__.2
mini.kucci | 2025-06-16 | @ra_mede
rladofks | 2025-07-29 | @bliss_somin_v ÀÌ°Íµµ..
hm_minimini | 2025-06-07 | Çâ½Å·á¸À³ª³ª¿ä?
s2_yeon_00 | 2025-06-30 | @s2_uuoo_99
seongjihye72 | 2025-06-08 | ¾îµð¼­±¸¸ÅÇÏ¸éµÇ³ª¿ä?
jinlo_vely | 2025-06-18 | ³¿»õ´Â?
ssi_dong2 | 2025-06-24 | ¸ø¹Ï°Ú´Ù
hyo_miniverse | 2025-06-06 | ´ß¹ßÀº ¸Ç³¯ ¿åÇØ ¤Ð¤Ð¤Ð ¤»¤»¤»¤» ????"
2025-06-03,8627,Ä¡Å² ¾ÆÀÌ½ºÅ©¸²? ¿ìÀ¯ ¸»¸Ô ½Ä»§? ÆíÀÇÁ¡ ½Å»ó ¸Ô¹æASMR ¾î¶²°Ô Á¦ÀÏ ¸ÀÀÖ¾îº¸¿©¿ä???¢¾? 8ÁÖ,,"sseo._15 | 2025-06-11 | ½Ä»§ ±¸¸ÅÃ³Á»¿ä! ¾Ë·ÁÁÖ½Ã¸é ÆÈ ´©¸¦°Ô¿ê
i_yooii | 2025-06-04 | ¸ÀÀÖ°Ú´Ù
ioannapapaiakovou | 2025-07-05 | ??
mayo1122334 | 2025-06-04 | ½Ä»§Àº ¾îµð¼­ »ç³ª¿ä?
he11.24 | 2025-06-17 | 2¾ÆÀÌ½ºÅ©¸² ¾îµð¼­ ÆÈ¾Æ¿ä?????
majorica._.bin | 2025-06-03 | ¾îµðÆíÀÇÁ¡ÀÌ¾úÀ»±î¿ë?
iillliilliiiiiil | 2025-06-07 | ½Ä¿å¶Ò¶³¾îÁö³×
thisisntitzza | 2025-06-03 | @arin0320_
hamim1441 | 2025-06-06 | @k.d.h_0919"
2025-05-31,6130,²úÀÌ¸é ¶±ÀÌ Åõ¸íÇØÁö´Â Áß±¹ ÅÁÀ§¾È?!???? ÀÌ°Å ¿ø·¡ ³¡ ¸ÀÀÌ ÀÌ·¸°Ô ½ÃÅ­ ÄñÄñÇÑ°¡¿ä??????? 8ÁÖ,,"minzhu0618 | 2025-06-06 | ¿ìÀ¯¿¡ ²ú¿©¼­ ¸ÔÀ¸¸é ¸ÀÀÖ¾î¿ä!!
daonmum | 2025-05-31 | ½ÃÅ­ÇÏ¸é »óÇÑ°Å °°¾Ö¿ä?? ´Þ´ÞÇÑ°Çµ¥ ÈæÀÓÀÚ´Â ??
from_yeah0nk | 2025-06-03 | ÀÌ°Å Á¸¸À..
subira_sa | 2025-05-31 | ¸¶¶óÅÁ¿¡ ³Ö¾îµå¼Åº¸¼Å¿ä ¤»¤» ´ë¸¸¿¡¼­ Ã·¿¡ ¸Ô¾îºÃÀ»¶§ ³Ê¹«¸ÀÀÖ¾ú¾î¿ä
bnd_hsb | 2025-05-31 | ??
hee_vvely_96 | 2025-06-03 | ÀÌ°Å ±â¸§¿¡ Æ¢°Ü¸Ô¾îµµ Á¸¸À
baro_chi_na | 2025-05-31 | Åõ¸í ÅÁÀ§¾È ¸»°í ÀÏ¹Ý ÅÁÀ§¾È µå¼Åº¸¼¼¿ä!! Àú ÈæÀÓÀÚ±ú¸À ÁøÂ¥ ¤¸ ¤± ¤¼ÀÓ¿ë!!!! ??????
hasori0512 | 2025-06-02 | °¨ÀÚ¶±°°ÀÌ »ý°å³×¿ä
lc_9901 | 2025-06-03 | ÀÌ°Å Ä«½ºÅ×¶ó¿¡ ±¼·Á¸Ô¾î¾ß ¸ÀÀÕ¾î¿ä!!
aleumna365 | 2025-06-02 | ¿À¾Æ
nozonozoite | 2025-06-09 | Ï¢ªòøÍª¸ªÆãÝªÙªÊª¤ªóªÇª¹ª«£¿
mellowiahkk | 2025-05-31 | ÀÌÁ¦À¯ÇàÇÏ´Â¸Ô¹æÁ»ÇØÁÖ¼¼¿ä!!!
iyeongjin159 | 2025-07-13 | Àú°Å ÈæÀÓÀÚ°¡ Á¸¸ÀÀÓ
__jinjjin_ | 2025-06-07 | @jjinhee__11 Çæ ÅÁÀ§¾È!!!
y_kko.9_m | 2025-06-05 | @92_0102c
amberjean4790 | 2025-07-29 | I tell you I don't understand how people like that kind of texture
adistinur_shopian | 2025-06-03 | Cilok ?
iillliilliiiiiil | 2025-06-07 | µå¸¨°Ô¸Ô³×
banos_world | 2025-06-01 | Idk what you saying but ??"
2025-05-30,1¸¸,º¸¼®¾ç°»? º¸¼®ÃÊÄÝ·¿? ¿µ·ÕÇÑ °£½Ä ¸Ô¹æASMR?? ¿¹»Ú°í ¸ÀÀÖ¾î¼­ ¼±¹°·Îµµ µüÀÏ°Å °°¾Æ¿ä????? 8ÁÖ,,"aznihanie | 2025-07-18 | ??
jiyu_tzu | 2025-07-19 | ¸ÀÀÖ°Ú´Ù...????
aznihanie | 2025-07-18 | ??
jennie014_0211 | 2025-06-14 | ??
aznihanie | 2025-07-18 | ??
aznihanie | 2025-07-18 | ??
ivan_till000 | 2025-07-10 | i watch this to forget the karma #alien_stage .
and I come across the heart.
ll6548ll | 2025-06-03 | ¾îµð¼­±¸¸ÅÇÞ³ª¿ä
aznihanie | 2025-07-18 | ??
aznihanie | 2025-07-18 | ??
aznihanie | 2025-07-18 | ??
ye_b.xi | 2025-06-21 | ¿¹»Ñ¿ä
aznihanie | 2025-07-18 | ????
aznihanie | 2025-07-18 | ??
aznihanie | 2025-07-18 | ??
aznihanie | 2025-07-18 | ??
aznihanie | 2025-07-18 | ??
aznihanie | 2025-07-18 | ??
aznihanie | 2025-07-18 | ??
aznihanie | 2025-07-18 | ??
aznihanie | 2025-07-18 | ?
aznihanie | 2025-07-18 | ??
aznihanie | 2025-07-18 | 1ÁÖ´ä±Û ´Þ±â
aznihanie | 2025-07-18 | ??
aznihanie | 2025-07-18 | ??
gwoo_g | 2025-07-14 | Á» ÀÌ¹æÇâÀ¸·Î °¥Áö °í¹ÎÇØº¸½Ã±æ??
aznihanie | 2025-07-18 | ??
tlso7145 | 2025-05-31 | ÃÊÄÝ·¿ÀÌ¿¡¿ä??¿ø»êÁö°¡ ¾îµðÀÎ°¡¿ä??"
2025-05-29,1107,"ÅÂ±¹ À½½Ä ÁÁ¾ÆÇÏ´Â »ç¶÷µé ¸ð¿©¶ó!!???? @goodchoice_official ¿©±â¾î¶§ ¾Û¿¡¼­ ÅÂ±¹ Ç×°ø±ÇºÎÅÍ 5¼º±Þ È£ÅÚ ¼÷¹Ú, °ûÆ©ºê´Ô°ú ÇÔ²² ´ÙÃ¤·Î¿î ÅÂ±¹ À½½ÄÀ» Áñ±æ ¼ö ÀÖ´Â ¹öÅ¶ÆÑ05 ÀÌº¥Æ® ÁøÇàÁßÀÌ·¡¿ä! ÅÂ±¹ ÀüÅëÃ¼Çè, Èú¸µ Å×¶óÇÇ, °ûÆ©ºê ÇÑÁ¤ÆÇ ±ÂÁî±îÁö Á¦°øµÈ´Ù°í ÇÏ´Ï, ÅÂ±¹ À½½Ä ÁÁ¾ÆÇÏ½Ã´Â ºÐµéÀº ²À Âü¿©ÇØº¸¼¼¿ä! ÇÔ²² ´çÃ·µÇ¼­ ÅÂ±¹ ¸ÀÁý »Ñ¼ö·¯°¡¿ä!??¢¾? ÀÌº¥Æ® Âü¿©´Â Á¦ ÇÁ·ÎÇÊ ¸µÅ© È¤Àº ¿©±â¾î¶§ ¾Û¿¡¼­ Âü¿©ÇÒ ¼ö ÀÖ½À´Ï´Ù??(ÀÀ¸ð±â°£ ~6/10ÀÏ±îÁö) 8ÁÖ","#±¤°í, #¿©±â¾î¶§, #¿©±â¾î¶§¹öÅ¶ÆÑ, #1º¸1½Ä°ûÆ©ºê¿©Çà, #¿©ÇàÇÒ¶§¿©±â¾î¶§","heart__v | 2025-06-02 | ´Ù¸¥ ¸±½º ¿µ»óµé ¿Àµð¿À¸¦ Àç»ýÇÒ ¼ö ¾ø´Ù°í ¸¹ÀÌ ¶ß³×¿ä..
??
stephaniekimchi | 2025-05-29 | °¡°í½Í¾î... ¾Û±ò·¯°£´ÙÀ×
mmmnj_123 | 2025-05-29 | ¿¹»Ú´Ù
base_onf | 2025-05-29 | 3¹ø ¸ÀÀÖ°Ôµû ...³ªµÎ Âü¿©ÇØ¾ßµð
dessert_killer_ | 2025-05-29 | ÆÄÆ¼¿ø Âü¿© ¿Ï·á!! ??????"
2025-05-28,6.9¸¸,¹è¶ó ÀÜ¸Á·çÇÇ µÚ¸¦ ÀÌÀ» 27Å¥ºê ÄÉÀÌÅ©?? °³ÀÎÀûÀ¸·Î ÀÜ¸Á·çÇÇº¸´Ù ¾ê°¡ ´õ ¸ÀÀÖ±Ã ÃÊÄÚÆÇµµ ³Ñ ÁÁ¾Ò¾î¿ä!!??¢¾? ÇÁ·Î¹Ìµé »ý°¢Àº ¾î¶§¿ä??? 8ÁÖ,,"young2_1002 | 2025-05-28 | ¿Í????
pink.tape_ | 2025-05-28 | ¼Ò¸® ³Ñ Á¶¾Æ¿ä??
yu_hyo_jung | 2025-05-29 | ÀÌ¾ÆÀÌ½ºÅ©¸² ¾ÆÀÌµé À¯Ä¡¿ø¿¡ »ýÀÏÄÉÀÍÀ¸·Îº¸³»¸é ÃÖ°í??ÇÏ³ª¾¿ ³ª´²¸Ô±âµµÁÁ°í ÃÊÄÚÆÇÀÌ¶ó ¾Öµé ÁøÂ¥ ÁÁ¾ÆÇØ¿ä ¤»¤»
iim_shim0211 | 2025-06-06 | ÀúµÎ ±Ã±ÝÇØ¼­ ·çÇÇ ¸Ô¾ú´Âµ¥ »ý°¢º¸´Ù ¾Æ½¬¿ü¾î¿ä?? Å°ÄÏÀÌ ´õ ¸ÀÀÕÀ»°Å °°¾Æ¿ä :)
haerin_eats_urshins | 2025-06-26 | ³Ê¹« ¸ÀÀÖ¾î º¸¿©!!! ÀÌ°Å ¹è°¡ °íÆÄ°Ô ¸¸µé¾ú¾î ??
tia_ng1203 | 2025-06-22 | Omg this has English subtitles!!! Finally??
llly_0726 | 2025-05-28 | 16ºÐÀü!!
powerleeee09 | 2025-05-28 | ³¢¾ß Á¶¾Æ¿ä??
chocolate_cosmos1234567 | 2025-06-09 | Wow!!
xyun_.u | 2025-05-29 | Àú±â ¸Ó¸®Ä«¶ô¿¡ ¹¯¾ú´Âµ¥ ±¦ÂúÀ¸¼¼¿ä??
seogaeun10 | 2025-05-28 | ¾ð´Ï Åõ°Ô´õ¿¡ ¾à°ú °úÀÚ ¸Ô¹æ ¿Ã·ÁÁÖ¼¼¿ä ??????
isujin8054 | 2025-06-05 | ¾ð´Ï ¸Ô´Ù ¸Ó¸®Ä«¶ô¿¡ ¾ÆÀÌ½ºÅ©¸² ¹¯¾ú¾î..
lemooon_ade | 2025-07-10 | Udh sering liat org makan ice cream ini tp baru tau atasnya dr coklat di reels ini??
rowdy_girl_6025 | 2025-07-12 | ³ÊÀÇ ¹æ½ÄÆËÇÎÄµµð¸¦ ¸»ÇÑ ¹æ½ÄÀÌ ³Ê¹« ±Í¿©¿ü¾î¿ä..?????????
rec_yxh__e | 2025-05-28 | @rec_hxy__e ??
beomf.jsh | 2025-05-29 | ¼Ö±î ·çÇÇ ÄÉÀÌÅ©´Â °Á Æ÷Å© ¾òÀ»¶ó°í(?) »ç´É°ÅÀÓ
ja_.1er | 2025-06-25 | That looks so good????????
bungals_tr | 2025-06-17 | @ridho_jeus
croissant111114 | 2025-06-13 | It is cake or ice cream?
littlegirl_2092 | 2025-07-29 | ±× ÀÌ¸§ÀÌ ¹¹¿´Áö?
a_hee.story | 2025-05-28 | ·çÇÇ ÄÉÀÌÅ© À§¿¡ º° ¸ð¾çÀº Àß ¾È ³ì°Ô ¸¸µé¾îÁø °Å¶ó ÀÏ¹Ý ¾ÆÀÌ½ºÅ©¸²ÀÌ¶û ´Þ¶ó¼­ Á» ´õ ´À³¢..ÇØ¿ä?
ocsc2b | 2025-05-28 | ¸¶½Ë°Ù´Ù
selfilove_my | 2025-07-26 | @ahlam__kim ??
iced_.americano_ | 2025-07-07 | Is it the language or her that sounds so cringe
i_yooii | 2025-05-29 | ¸ÀÀÖ°Ú´Ù
wansungho1974 | 2025-05-29 | ´«½çÀÌ Á¤¼ö¸®¿¡ ºÙ°Ù¾î¿ä
many_affection97 | 2025-05-29 | ¾îµð¼±°¡ ÃÊÄÚÆÇ ³ì¿©¼­ ÆþµàÃ³·³ Âï¸ÔÇÏ¸é ¸ÀÀÖ´Ù°í º»°Å °°¾Æ¿ä??
gogogogogogooo123 | 2025-05-30 | ¹ÎÃÊ´ÂÁ»
al_stj.0 | 2025-05-31 | Àú°Å ÆÇ¶¼±â ÃÊÄÝ·¿.
aran._.happy | 2025-06-01 | ¹«½¼ ¸ÀÀÌ Á¦ÀÏ ¸ÀÀÕ¾î¿µ??
hyo_miniverse | 2025-06-05 | ¹ÎÃÊ ÃÖ°í ????
flower_smlle | 2025-06-05 | ¿Â´ÏµÎ ¹ÎÃÊÆÄ±¸³ª
myerll | 2025-06-09 | enakan coklat koin di warung madura
moraexss_9 | 2025-06-10 | Akuk8ebgysjdgsyinsyusiwjsgys8ejdgydu ititukumaaa akusiwjs AKHSJSUDHX????
ish._.ce | 2025-06-10 | ¸ÀÀÖ°Ô º¸¿©³× ¤Ð¤Ð??³ªµµ ¸Ô¾î ½Í¾û
rhainedhenicet.dandan | 2025-06-12 | Ice cream?
miii.miranda | 2025-06-13 | @claraachristie
mtys_0812 | 2025-06-16 | ³Ê¹« ¸ÀÀÖ¾î º¸¿©¿ä
fadigojess | 2025-06-17 | Uwwwww it looks so delicious,but Baskin Robbins is in my boycott list for Palestine ???? so never mind. I'm strong ???? I'm not supporting geno-cide
iknan2018 | 2025-06-18 | ??????????
sasa_sa_sarah | 2025-06-18 | Meu sonho??
mh_a08dia | 2025-06-20 | IAM the English comment you are looking for
nada.tap9 | 2025-06-21 | ????????????????????????????
3shal.lmao | 2025-06-22 | THE PLATE IS EDIBLE?!?
nunoiiiiiiii | 2025-06-24 | No brain freeze
keishascha | 2025-06-25 | mauuuuuuu
scnbil33 | 2025-06-26 | ³Ê¹« ¸ÀÀÖ¾î¼­ ¸Ô°í ½Í¾î????
raisaalifa_05 | 2025-07-02 | Fyp ku semuanya yg makan ini kayak yg enak lagih
leleps.chiodi | 2025-07-03 | The first one she tried was lesbian flavor LOL
lycheeona_ | 2025-07-05 | it¡¯s just icecream.. WHERES THE CAKE ????
lilms_guyula | 2025-07-08 | 3ÁÖ´ä±Û ´Þ±â
ra_chna2850 | 2025-07-08 | Please make a video when you eat all start and the end you have to eat all peace please I am your big fan ??
liyatezcan | 2025-07-12 | 2ÁÖ´ä±Û ´Þ±â
jagielonka_xx | 2025-07-12 | ??????
quickeyecaptures | 2025-07-17 | Ha she straight-up said Oh my god at the end
khairullaeva_ayaru | 2025-07-19 | Áö±ÝÀº ¸Å¿ì ÀÎ±â°¡ ¸¹°í, ³Ê¹« ¸ÀÀÖ¾î º¸ÀÌ³×¿ä! ??
4hmirella | 2025-07-23 | Onde vende gnt, t? com vontade de comer isso ??
getinmabelly_asmr | 2025-07-24 | Too cute to eat???? @getinmabelly_asmr
goofy_star6 | 2025-07-24 | ¸ÀÀÖ¾î º¸¿©¿ä!!
kayzhabelle | 2025-07-24 | I want to eat it but I dont know where to buy ??
tejanomargaux957 | 2025-07-25 | Can someone tell me where to get it?
cantikanrmd | 2025-07-29 | please open the door, I've brought a spoonnnn"
2025-05-27,1.2¸¸,Æ½Åå¿¡¼­ ³­¸®³­ ·¹¸ó¹«»À´ß¹ß! °ú¿¬ ¸ÀÀÖÀ»±î??? Â÷°©°Ô ¸Ô´Â ¹«»À ´ß¹ßÀÌ·¡¿ä!! »ý°¢º¸´Ù ¸¹ÀÌ ½ÃÁöµµ ¾Ê°í Àâ³» ¾øÀÌ ¸ÀÀÖ¾ú¾î¿ë!! ±Ùµ¥ ¹è¼Û ±â°£ÀÌ ³Ê¹« ±æ¾î???? ¼öÁ¤µÊ ¡¤ 9ÁÖ,,"heo_dakku | 2025-05-28 | Ä«¸Þ¶ó ¹Ù²Ù¼Ë³ª¿©? ÇÊÅÍ¸¦ ÇÏ½Å°Ç°¡ ÈÎ¾À º¸±âÁÁ¾Æ¿ä ¤¾¤¾ ´õ ¿¹»µÁø°Í°°À¸¼Å¿ä????
pila_nyong | 2025-05-28 | ¿ì¿Í..±Ã±ÝÇØ¿ä!!????????
goldzudy | 2025-06-01 | ¾ð´Ï °¡²û¾¿ ÇÇµå¿¡ ¶°¼­ º¸´Âµ¥ ¿¹Àü¿¡ ¸Ô´Â ¿µ»óµé º¸´Ù ÈÎ¾À ÀÚ¿¬½º·´°í ÁÁ³×¿ä!! »ç¶÷µéÀÇ ´ñ±ÛµéÀ» º¸¸é¼­ ÇÇµå¹é ¹Þ°í ³ë·ÂÇÑ°Ô º¸¿©¿ä!
j1._.810 | 2025-05-27 | Àúµµ ÁÖ¹®Çß´Âµ¥ 6¿ù³Ñ¾î¼­ ¿Âµ¥¿©¤Ð¤Ð »¡¸®¸Ô°í½Í¾î¿©¤Ð¤Ð
d.wiiierxyz | 2025-05-27 | ??
rim.on__ | 2025-05-27 | ¾È°æÁ¤º¸Á»¿ä¡¦.
dessertcafehyyh | 2025-06-02 | ¾È°æ ¾È¾²½Ã´Â°Ô ´õ ÀÌ»Ú½Ã³×¿ä??¿ª½Ã ÀÌ»Û»ç¶÷Àº °¡¸®¸é ¾ÈµÅ ¤¾ ³Ê¹« ±Ã±ÝÇÑ ·¹¸ó´ß¹ß
tygerr09 | 2025-05-27 | ¾Æ´Ï °«°æ¾Æ´Õ´Ï±î?
heej_jin | 2025-05-28 | ¾È°æ ³ÑÈå ÀÌ»Ú³×Çô??
haenaann | 2025-05-27 | Àú ´ß¹ß º°·Î ¾È ÁÁ¾ÆÇÏ´Âµ¥...¸Ô¾îºÁ¾ß°Ô½á¿©...
seo._jeongmin | 2025-06-09 | @hy2in_ @audreyshop_00 ³ªÀÌ°Å³Ê¹«¸Ô¾îº¸°í½ÍÀºµ¥..½ÃÅ°¸é°°ÀÌµµÀüÇÒ»ç¶÷¤Ð¤Ð
o1_2_7 | 2025-05-28 | @ji_eunii95 ·®£tÈñ´ß¹ß
h____y_ung | 2025-05-27 | @ho____kyung ¸Ô°í½ÃÆÛ¿©.......
tjdsodkrk | 2025-05-30 | @jiae_kyo ÀÌ°Å
tjdsodkrk | 2025-05-30 | @jiae_kyo ÀÌ°Å
sua_o_v | 2025-05-30 | ¾ó¾óÇÑ°¡¿ë?Çâ½Å·á¸À³ª¿ë?
uhah_123 | 2025-05-28 | Ä«¸Þ¶ó°¡ Á» ¾îÁö·´°Ô µµ³×¿ä¡¦
990927_ | 2025-05-28 | @bo_y__816 ¹è¼Û±â°£ 2ÁÖ °¨´ç°¡´ÉÇØ????????????
base_onf | 2025-05-27 | ¿ØÀÏ·Î ¸À³­°Å ¸Ô´Â´ô?
seo_a_luv | 2025-05-27 | @u__cong
1216hhhyk | 2025-06-10 | @doyany
otbpage | 2025-05-28 | SOUTHSIDE???????? FREE UP TORY LANEZ
egersayonganhae | 2025-05-27 | ¾È°æ ³Ê¹«Àß¾î¿ï¸®¼¼¿ä! ¾îµð²«Áö ¾Ë ¼ö ÀÖÀ»±î¿°
o_eunbin | 2025-06-13 | @qweasd3023 ÀÌ°Å »çÁà
hyo_miniverse | 2025-05-27 | ´©³ª ¾È°æ ³Ê¹« Àß ¾î¿ï·Á!!!????
gigiay2 | 2025-05-28 | ¿µ¾îÆ¼ÃÄ°°À½
with_ssup | 2025-05-28 | ÀÌ°Å.¾îµð¼­ ÁÖ¹®ÇØ¿ä?
nobomday | 2025-05-28 | @heajin_1994 ¸À³¯ °Å °°Àºµ¥..?
kkomi__haru | 2025-05-28 | ¾îµð²¨»ç¾ßÇØ¿ë
yeonuuu____ | 2025-05-28 | @oohsibwon ÀÌ°Å¹Ú
